Time,State1,State2,State3
371,3.159555,3.626463,2.760813
372,3.157628,3.615154,2.75208
373,3.140583,3.631011,2.743889
374,3.140583,3.631011,2.743889
375,3.140583,3.631011,2.743889
376,3.1358,3.611568,2.73952
377,3.1358,3.611568,2.73952
378,3.131701,3.57979,2.699202
379,3.13053,3.580322,2.720448
380,3.144428,3.596862,2.780577
381,3.144428,3.596862,2.780577
382,3.132733,3.574202,2.798164
383,3.153205,3.576631,2.780189
384,3.141207,3.577356,2.760423
385,3.141207,3.577356,2.760423
386,3.16191,3.611175,2.699751
387,3.187948,3.641733,2.658184
388,3.187948,3.641733,2.658184
389,3.185347,3.636932,2.672127
390,3.183915,3.630927,2.665675
391,3.174031,3.613154,2.664091
392,3.16616,3.632849,2.595392
393,3.164663,3.627206,2.586114
394,3.166894,3.640901,2.568938
395,3.16528,3.63498,2.557964
396,3.16528,3.63498,2.557964
397,3.16528,3.63498,2.557964
398,3.16528,3.63498,2.557964
399,3.16528,3.63498,2.557964
400,3.181846,3.639099,2.561541
401,3.181846,3.639099,2.561541
402,3.181846,3.639099,2.561541
403,3.181846,3.639099,2.561541
404,3.203863,3.628334,2.537271
405,3.211956,3.604801,2.507017
406,3.211956,3.604801,2.507017
407,3.211903,3.586956,2.589704
408,3.232385,3.601586,2.641645
409,3.23262,3.611958,2.62756
410,3.214382,3.588597,2.617736
411,3.206506,3.627019,2.62102
412,3.206506,3.627019,2.62102
413,3.220172,3.653526,2.639624
414,3.243977,3.632938,2.618865
415,3.2445,3.644093,2.613253
416,3.23472,3.610139,2.661255
417,3.23472,3.610139,2.661255
418,3.232582,3.611572,2.678991
419,3.254262,3.591665,2.695461
420,3.255159,3.588296,2.649928
421,3.249036,3.591676,2.714656
422,3.249555,3.616111,2.69441
423,3.237501,3.633501,2.711091
424,3.237125,3.649584,2.701903
425,3.235312,3.64126,2.699684
426,3.23339,3.632432,2.697331
427,3.241445,3.660038,2.676135
428,3.241445,3.660038,2.676135
429,3.239287,3.65049,2.674686
430,3.239287,3.65049,2.674686
431,3.239287,3.65049,2.674686
432,3.239287,3.65049,2.674686
433,3.241015,3.690267,2.629441
434,3.241015,3.690267,2.629441
435,3.241015,3.690267,2.629441
436,3.241015,3.690267,2.629441
437,3.217307,3.731244,2.610971
438,3.225277,3.718988,2.6449
439,3.226717,3.734391,2.606578
440,3.219228,3.736259,2.592251
441,3.219228,3.736259,2.592251
442,3.219228,3.736259,2.592251
443,3.233015,3.730032,2.546028
444,3.233378,3.729462,2.564146
445,3.237227,3.707846,2.614891
446,3.266035,3.734094,2.602417
447,3.287167,3.740392,2.589138
448,3.257377,3.764422,2.545695
449,3.23837,3.759158,2.534142
450,3.220946,3.759416,2.527201
451,3.213856,3.758864,2.505851
452,3.207132,3.747108,2.551822
453,3.207132,3.747108,2.551822
454,3.207132,3.747108,2.551822
455,3.204511,3.740439,2.551857
456,3.204511,3.740439,2.551857
457,3.184661,3.700102,2.525599
458,3.188624,3.700236,2.54421
459,3.162976,3.697868,2.546857
460,3.162976,3.697868,2.546857
461,3.156401,3.700823,2.480556
462,3.158836,3.706267,2.48447
463,3.158836,3.706267,2.48447
